seasonType,eventId,commentaryOrder,playId,clockDisplayValue,commentaryText,updateDateTime
12898,720638,7,44047894,6',"Corner, Vikingur Reykjavík. Conceded by Nils De Wilde.",2024-10-25 05:18:47
12898,720638,8,44047895,7',"Attempt missed. Aron Thrándarson (Vikingur Reykjavík) right footed shot from the left side of the box is close, but misses to the left. Assisted by Viktor Andrason with a cross following a corner.",2024-10-25 05:18:47
12898,720638,9,44047902,10',Foul by Kazeem Olaigbe (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,10,44047902,10',Gísli Thórdarson (Vikingur Reykjavík) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,11,44047911,15',Attempt saved. Kévin Denkey (Cercle Brugge) left footed shot from the left side of the box is saved in the centre of the goal. Assisted by Abdoul Ouattara with a through ball.,2024-10-26 13:53:28
12898,720638,12,44047913,15',"Corner, Cercle Brugge. Conceded by Karl Gunnarsson.",2024-10-25 05:18:47
12898,720638,13,44047917,16',"Goal! Vikingur Reykjavík 0, Cercle Brugge 1. Kazeem Olaigbe (Cercle Brugge) right footed shot from the centre of the box to the bottom left corner. Assisted by Kévin Denkey.",2024-10-25 05:18:47
12898,720638,14,44047919,17',"Goal! Vikingur Reykjavík 1, Cercle Brugge 1. Ari Sigurpálsson (Vikingur Reykjavík) right footed shot from the left side of the box to the top right corner. Assisted by Danijel Djuric.",2024-10-25 05:18:47
12898,720638,15,44047924,19',Attempt missed. Bruninho (Cercle Brugge) right footed shot from outside the box misses to the right. Assisted by Abdoul Ouattara.,2024-10-25 05:18:47
12898,720638,16,44047926,20',Abdoul Ouattara (Cercle Brugge) wins a free kick on the left wing.,2024-10-25 05:18:47
12898,720638,17,44047926,20',Foul by Gunnar Vatnhamar (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,18,44047933,24',Attempt missed. Kazeem Olaigbe (Cercle Brugge) right footed shot from outside the box misses to the left. Assisted by Bruninho.,2024-10-25 05:18:47
12898,720638,19,44047936,26',Bruninho (Cercle Brugge) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,20,44047936,26',Foul by Aron Thrándarson (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,21,44047938,26',Aron Thrándarson (Vikingur Reykjavík) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,22,44047938,26',Foul by Bruninho (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,23,44047942,28',"Corner, Cercle Brugge. Conceded by Gunnar Vatnhamar.",2024-10-25 05:18:47
12898,720638,24,44047947,31',Danijel Djuric (Vikingur Reykjavík) wins a free kick on the right wing.,2024-10-25 05:18:47
12898,720638,25,44047947,31',Foul by Jonas Lietaert (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,26,44047950,34',Attempt missed. Nils De Wilde (Cercle Brugge) left footed shot from outside the box is too high.,2024-10-25 05:18:47
12898,720638,27,-1,35',"Corner, Vikingur Reykjavík. Conceded by Senna Miangué.",2024-10-25 05:18:47
12898,720638,28,44047953,36',Attempt missed. Aron Thrándarson (Vikingur Reykjavík) right footed shot from the centre of the box is high and wide to the right. Assisted by Viktor Andrason with a cross following a corner.,2024-10-25 05:18:47
12898,720638,29,44047954,37',Foul by Karl Gunnarsson (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,30,44047954,37',Kazeem Olaigbe (Cercle Brugge) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,31,44047959,38',Attempt blocked. Ari Sigurpálsson (Vikingur Reykjavík) right footed shot from the left side of the six yard box is blocked. Assisted by Karl Gunnarsson.,2024-10-25 05:18:47
12898,720638,32,44047965,43',Penalty Vikingur Reykjavík. Gísli Thórdarson draws a foul in the penalty area.,2024-10-25 05:18:47
12898,720638,33,44047965,43',Penalty conceded by Jonas Lietaert (Cercle Brugge) after a foul in the penalty area.,2024-10-25 05:18:47
12898,720638,34,44047966,44',VAR Decision: Penalty Vikingur Reykjavík.,2024-10-25 05:18:47
12898,720638,35,-1,45',Fourth official has announced 3 minutes of added time.,2024-10-25 05:18:47
12898,720638,36,44047967,45'+1',"Penalty missed! Still Vikingur Reykjavík 1, Cercle Brugge 1. Danijel Djuric (Vikingur Reykjavík) hits the bar with a right footed shot.",2024-10-25 05:18:47
12898,720638,37,44047968,45'+1',Attempt saved. Viktor Andrason (Vikingur Reykjavík) left footed shot from the centre of the box is saved in the centre of the goal.,2024-10-25 05:18:47
12898,720638,38,44047977,45'+2',Foul by Gísli Thórdarson (Vikingur Reykjavík).,2024-10-26 13:53:28
12898,720638,39,44047977,45'+2',Kévin Denkey (Cercle Brugge) wins a free kick on the left wing.,2024-10-26 13:53:28
12898,720638,40,-1,45'+4',"First Half ends, Vikingur Reykjavík 1, Cercle Brugge 1.",2024-10-25 05:18:47
12898,720638,41,-1,45',"Second Half begins Vikingur Reykjavík 1, Cercle Brugge 1.",2024-10-25 05:18:47
12898,720638,42,44047981,45',"Substitution, Vikingur Reykjavík. Nikolaj Hansen replaces Aron Thrándarson.",2024-10-25 05:18:47
12898,720638,43,44047990,50',Foul by Abu Francis (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,44,44047990,50',Viktor Andrason (Vikingur Reykjavík) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,45,44047992,51',Foul by Malamine Efekele (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,46,44047992,51',Tarik Ibrahimagic (Vikingur Reykjavík) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,47,44047995,52',Attempt saved. Danijel Djuric (Vikingur Reykjavík) left footed shot from the centre of the box is saved in the centre of the goal. Assisted by Ari Sigurpálsson.,2024-10-25 05:18:47
12898,720638,48,44048004,56',Foul by Abu Francis (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,49,44048004,56',Tarik Ibrahimagic (Vikingur Reykjavík) wins a free kick in the attacking half.,2024-10-25 05:18:47
12898,720638,50,44048005,56',Abu Francis (Cercle Brugge) is shown the yellow card for a bad foul.,2024-10-25 05:18:47
12898,720638,51,44048009,57',Attempt blocked. Kévin Denkey (Cercle Brugge) left footed shot from the centre of the box is blocked. Assisted by Bruninho.,2024-10-25 05:18:47
12898,720638,52,44048010,58',Foul by Kévin Denkey (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,53,44048010,58',Halldór Sigurdsson (Vikingur Reykjavík) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,54,44048011,58',Kévin Denkey (Cercle Brugge) is shown the yellow card for a bad foul.,2024-10-25 05:18:47
12898,720638,55,-1,58',Delay in match because of an injury Halldór Sigurdsson (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,56,44048012,59',"Substitution, Cercle Brugge. Thibo Somers replaces Malamine Efekele.",2024-10-25 05:18:47
12898,720638,57,44048013,59',"Substitution, Cercle Brugge. Felipe Augusto replaces Abdoul Ouattara.",2024-10-25 05:18:47
12898,720638,58,44048014,59',"Substitution, Cercle Brugge. Lawrence Agyekum replaces Bruninho.",2024-10-25 05:18:47
12898,720638,59,44048015,62',"Substitution, Vikingur Reykjavík. Jón Fjóluson replaces Halldór Sigurdsson because of an injury.",2024-10-25 05:18:47
12898,720638,60,-1,62',Delay over. They are ready to continue.,2024-10-25 05:18:47
12898,720638,61,44048020,63',Attempt missed. Lawrence Agyekum (Cercle Brugge) left footed shot from the left side of the box is too high. Assisted by Kévin Denkey.,2024-10-25 05:18:47
12898,720638,62,-1,67',Delay in match because of an injury Danijel Djuric (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,63,-1,68',Delay over. They are ready to continue.,2024-10-25 05:18:47
12898,720638,64,44048027,69',Attempt saved. Kazeem Olaigbe (Cercle Brugge) left footed shot from the left side of the box is saved in the bottom left corner. Assisted by Abu Francis.,2024-10-25 05:18:47
12898,720638,65,44048028,69',"Corner, Cercle Brugge. Conceded by Ingvar Jónsson.",2024-10-25 05:18:47
12898,720638,66,44048031,70',"Attempt missed. Felipe Augusto (Cercle Brugge) header from the right side of the six yard box is close, but misses to the right following a corner.",2024-10-25 05:18:47
12898,720638,67,44048034,70',Attempt missed. Nikolaj Hansen (Vikingur Reykjavík) header from the left side of the six yard box misses to the right. Assisted by Danijel Djuric with a cross.,2024-10-26 13:53:28
12898,720638,68,44048037,72',Foul by Kévin Denkey (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,69,44048037,72',Gunnar Vatnhamar (Vikingur Reykjavík) wins a free kick in the attacking half.,2024-10-25 05:18:47
12898,720638,70,44048041,73',"Corner, Vikingur Reykjavík. Conceded by Dalangunypole Gomis.",2024-10-25 05:18:47
12898,720638,71,44048042,73',Attempt missed. Nikolaj Hansen (Vikingur Reykjavík) right footed shot from the right side of the box is high and wide to the right. Assisted by Viktor Andrason with a cross following a corner.,2024-10-26 13:53:28
12898,720638,72,44048044,74',"Substitution, Vikingur Reykjavík. Davíd Atlason replaces Karl Gunnarsson.",2024-10-25 05:18:47
12898,720638,73,44048045,74',"Substitution, Vikingur Reykjavík. Helgi Gudjónsson replaces Ari Sigurpálsson.",2024-10-25 05:18:47
12898,720638,74,44048047,75',"Corner, Cercle Brugge. Conceded by Tarik Ibrahimagic.",2024-10-25 05:18:47
12898,720638,75,44048049,75',Attempt missed. Felipe Augusto (Cercle Brugge) left footed shot from a difficult angle on the left is high and wide to the right following a corner.,2024-10-25 05:18:47
12898,720638,76,44048050,76',"Goal! Vikingur Reykjavík 2, Cercle Brugge 1. Danijel Djuric (Vikingur Reykjavík) right footed shot from the centre of the box to the bottom left corner. Assisted by Erlingur Agnarsson.",2024-10-26 13:53:28
12898,720638,77,44048058,80',Foul by Helgi Gudjónsson (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,78,44048058,80',Senna Miangué (Cercle Brugge) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,79,44048060,81',Foul by Felipe Augusto (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,80,44048060,81',Viktor Andrason (Vikingur Reykjavík) wins a free kick in the attacking half.,2024-10-25 05:18:47
12898,720638,81,44048061,82',"Substitution, Cercle Brugge. Sebbe Gheerardyns replaces Dalangunypole Gomis.",2024-10-25 05:18:47
12898,720638,82,44048063,82',Danijel Djuric (Vikingur Reykjavík) wins a free kick on the left wing.,2024-10-25 05:18:47
12898,720638,83,44048063,82',Foul by Nils De Wilde (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,84,44048065,83',"Goal! Vikingur Reykjavík 3, Cercle Brugge 1. Gunnar Vatnhamar (Vikingur Reykjavík) header from very close range to the bottom left corner. Assisted by Gísli Thórdarson with a cross following a set piece situation.",2024-10-26 13:53:28
12898,720638,85,44048072,88',"Attempt missed. Jonas Lietaert (Cercle Brugge) header from the centre of the box is close, but misses to the left. Assisted by Senna Miangué with a cross.",2024-10-26 13:53:28
12898,720638,86,44048075,88',"Substitution, Vikingur Reykjavík. Sveinn Thorkelsson replaces Erlingur Agnarsson.",2024-10-25 05:18:47
12898,720638,87,44048077,89',Foul by Nikolaj Hansen (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,88,44048077,89',Jonas Lietaert (Cercle Brugge) wins a free kick in the attacking half.,2024-10-25 05:18:47
12898,720638,89,-1,90',Delay in match because of an injury Ingvar Jónsson (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,90,-1,90',Delay over. They are ready to continue.,2024-10-25 05:18:47
12898,720638,91,-1,90',Fourth official has announced 6 minutes of added time.,2024-10-26 13:53:28
12898,720638,92,44048080,90'+1',"Substitution, Cercle Brugge. Ono Vanackere replaces Abu Francis.",2024-10-25 05:18:47
12898,720638,93,44048082,90'+2',Foul by Nikolaj Hansen (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,94,44048082,90'+2',Ono Vanackere (Cercle Brugge) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,95,44048088,90'+3',Foul by Nils De Wilde (Cercle Brugge).,2024-10-25 05:18:47
12898,720638,96,44048088,90'+3',Tarik Ibrahimagic (Vikingur Reykjavík) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,97,44048090,90'+4',Foul by Tarik Ibrahimagic (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,98,44048090,90'+4',Thibo Somers (Cercle Brugge) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720638,99,44048091,90'+5',Hand ball by Danijel Djuric (Vikingur Reykjavík).,2024-10-25 05:18:47
12898,720638,100,44048093,90'+5',"Corner, Cercle Brugge. Conceded by Nikolaj Hansen.",2024-10-25 05:18:47
12898,720638,101,-1,90'+7',"Second Half ends, Vikingur Reykjavík 3, Cercle Brugge 1.",2024-10-25 05:18:47
12898,720638,102,-1,,"Match ends, Vikingur Reykjavík 3, Cercle Brugge 1.",2024-10-25 05:18:47
12898,720639,0,-1,,Lineups are announced and players are warming up.,2024-10-25 05:18:47
12898,720639,1,-1,,First Half begins.,2024-10-25 05:18:47
12898,720639,2,44051947,2',Foul by Luka Capan (Backa Topola).,2024-10-25 05:18:47
12898,720639,3,44051947,2',Luquinhas (Legia Warsaw) wins a free kick on the left wing.,2024-10-25 05:18:47
12898,720639,4,44051985,4',"Offside, Backa Topola. Aleksandar Cirkovic is caught offside.",2024-10-25 05:18:47
12898,720639,5,44052029,5',Foul by Aleksa Pejic (Backa Topola).,2024-10-25 05:18:47
12898,720639,6,44052029,5',Rúben Vinagre (Legia Warsaw) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,7,44052031,5',"Offside, Legia Warsaw. Kacper Chodyna is caught offside.",2024-10-25 05:18:47
12898,720639,8,44052080,6',Foul by Rúben Vinagre (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,9,44052080,6',Stefan Jovanovic (Backa Topola) wins a free kick on the right wing.,2024-10-25 05:18:47
12898,720639,10,44052082,7',Attempt missed. Ryoya Morishita (Legia Warsaw) right footed shot from the centre of the box is too high. Assisted by Marc Gual following a fast break.,2024-10-25 05:18:47
12898,720639,11,44052083,8',Foul by Steve Kapuadi (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,12,44052083,8',Milos Pantovic (Backa Topola) wins a free kick in the attacking half.,2024-10-25 05:18:47
12898,720639,13,44052219,11',"Goal! Backa Topola 0, Legia Warsaw 1. Bartosz Kapustka (Legia Warsaw) right footed shot from the centre of the box to the centre of the goal.",2024-10-25 05:18:47
12898,720639,14,44052279,14',"Attempt missed. Milos Pantovic (Backa Topola) right footed shot from outside the box is close, but misses to the left. Assisted by Milan Radin.",2024-10-25 05:18:47
12898,720639,15,44052327,15',Foul by Steve Kapuadi (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,16,44052327,15',Milos Pantovic (Backa Topola) wins a free kick in the attacking half.,2024-10-25 05:18:47
12898,720639,17,44052337,16',Foul by Luka Capan (Backa Topola).,2024-10-25 05:18:47
12898,720639,18,44052337,16',Ryoya Morishita (Legia Warsaw) wins a free kick on the left wing.,2024-10-25 05:18:47
12898,720639,19,-1,17',"Offside, Legia Warsaw. Steve Kapuadi is caught offside.",2024-10-25 05:18:47
12898,720639,20,44052387,18',Attempt blocked. Stefan Jovanovic (Backa Topola) right footed shot from outside the box is blocked. Assisted by Petar Stanic.,2024-10-25 05:18:47
12898,720639,21,-1,18',Delay in match because of an injury Radovan Pankov (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,22,-1,19',Delay over. They are ready to continue.,2024-10-25 05:18:47
12898,720639,23,44052512,22',"Corner, Legia Warsaw. Conceded by Petar Stanic.",2024-10-25 05:18:47
12898,720639,24,44052539,23',Attempt missed. Pawel Wszolek (Legia Warsaw) header from the left side of the six yard box is too high. Assisted by Rúben Vinagre with a cross following a corner.,2024-10-26 13:53:28
12898,720639,25,44052660,26',Attempt blocked. Milan Radin (Backa Topola) right footed shot from outside the box is blocked. Assisted by Petar Stanic.,2024-10-25 05:18:47
12898,720639,26,44052661,26',Foul by Milan Radin (Backa Topola).,2024-10-25 05:18:47
12898,720639,27,44052661,26',Luquinhas (Legia Warsaw) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,28,44052664,27',Attempt missed. Stefan Jovanovic (Backa Topola) right footed shot from outside the box misses to the left.,2024-10-26 13:53:28
12898,720639,29,44052666,27',"Corner, Backa Topola. Conceded by Radovan Pankov.",2024-10-25 05:18:47
12898,720639,30,44052847,29',Foul by Milan Radin (Backa Topola).,2024-10-25 05:18:47
12898,720639,31,44052847,29',Kacper Chodyna (Legia Warsaw) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,32,44052849,29',"Offside, Legia Warsaw. Luquinhas is caught offside.",2024-10-25 05:18:47
12898,720639,33,44052852,31',Foul by Steve Kapuadi (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,34,44052852,31',Milan Radin (Backa Topola) wins a free kick in the attacking half.,2024-10-25 05:18:47
12898,720639,35,44052890,32',Attempt blocked. Mihajlo Banjac (Backa Topola) left footed shot from outside the box is blocked.,2024-10-25 05:18:47
12898,720639,36,44053417,33',Attempt saved. Kacper Chodyna (Legia Warsaw) left footed shot from the centre of the box is saved in the centre of the goal.,2024-10-25 05:18:47
12898,720639,37,-1,34',Delay in match (Backa Topola).,2024-10-25 05:18:47
12898,720639,38,-1,34',Delay over. They are ready to continue.,2024-10-25 05:18:47
12898,720639,39,44052939,35',Attempt missed. Marc Gual (Legia Warsaw) right footed shot from outside the box misses to the left. Assisted by Luquinhas.,2024-10-25 05:18:47
12898,720639,40,44053007,36',"Attempt missed. Luquinhas (Legia Warsaw) right footed shot from the left side of the box is close, but misses to the right. Assisted by Marc Gual.",2024-10-25 05:18:47
12898,720639,41,44053055,39',Foul by Vukasin Krstic (Backa Topola).,2024-10-25 05:18:47
12898,720639,42,44053055,39',Kacper Chodyna (Legia Warsaw) wins a free kick on the right wing.,2024-10-25 05:18:47
12898,720639,43,44053112,41',"Corner, Backa Topola. Conceded by Rúben Vinagre.",2024-10-25 05:18:47
12898,720639,44,44053169,43',Foul by Ryoya Morishita (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,45,44053169,43',Luka Capan (Backa Topola) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,46,44053197,43',Foul by Radovan Pankov (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,47,44053197,43',Petar Stanic (Backa Topola) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,48,44053250,45',Foul by Milan Radin (Backa Topola).,2024-10-25 05:18:47
12898,720639,49,44053250,45',Rúben Vinagre (Legia Warsaw) wins a free kick on the left wing.,2024-10-25 05:18:47
12898,720639,50,44053251,45',Milan Radin (Backa Topola) is shown the yellow card for a bad foul.,2024-10-25 05:18:47
12898,720639,51,-1,45',Fourth official has announced 2 minutes of added time.,2024-10-26 13:53:28
12898,720639,52,44053313,45'+1',Aleksandar Cirkovic (Backa Topola) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,53,44053313,45'+1',Foul by Pawel Wszolek (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,54,44053316,45'+3',Foul by Rafal Augustyniak (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,55,44053316,45'+3',Milos Pantovic (Backa Topola) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,56,-1,45'+3',"First Half ends, Backa Topola 0, Legia Warsaw 1.",2024-10-25 05:18:47
12898,720639,57,44053435,45',"Second Half begins Backa Topola 0, Legia Warsaw 1.",2024-10-25 05:18:47
12898,720639,58,44053431,45',"Substitution, Legia Warsaw. Jan Ziólkowski replaces Radovan Pankov.",2024-10-25 05:18:47
12898,720639,59,44053468,47',Attempt blocked. Marc Gual (Legia Warsaw) left footed shot from the centre of the box is blocked.,2024-10-25 05:18:47
12898,720639,60,44053448,47',"Goal! Backa Topola 0, Legia Warsaw 2. Luquinhas (Legia Warsaw) right footed shot from very close range to the top left corner.",2024-10-25 05:18:47
12898,720639,61,44053493,49',Attempt saved. Pawel Wszolek (Legia Warsaw) header from the centre of the box is saved in the centre of the goal. Assisted by Jan Ziólkowski with a headed pass.,2024-10-26 13:53:28
12898,720639,62,44053568,52',"Offside, Legia Warsaw. Pawel Wszolek is caught offside.",2024-10-25 05:18:47
12898,720639,63,44053576,52',Bartosz Kapustka (Legia Warsaw) is shown the yellow card.,2024-10-26 13:53:28
12898,720639,64,44053632,53',Foul by Rafal Augustyniak (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,65,44053632,53',Milan Radin (Backa Topola) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,66,44053711,54',"Offside, Legia Warsaw. Luquinhas is caught offside.",2024-10-26 13:53:28
12898,720639,67,44053713,55',Foul by Aleksa Pejic (Backa Topola).,2024-10-25 05:18:47
12898,720639,68,44053713,55',Ryoya Morishita (Legia Warsaw) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,69,44053847,58',Attempt blocked. Rúben Vinagre (Legia Warsaw) left footed shot from a difficult angle on the left is blocked. Assisted by Luquinhas.,2024-10-25 05:18:47
12898,720639,70,44053848,58',"Corner, Legia Warsaw. Conceded by Stefan Jovanovic.",2024-10-25 05:18:47
12898,720639,71,-1,58',Attempt blocked. Luquinhas (Legia Warsaw) right footed shot from the left side of the box is blocked. Assisted by Pawel Wszolek with a headed pass.,2024-10-25 05:18:47
12898,720639,72,44053850,58',Attempt saved. Rafal Augustyniak (Legia Warsaw) left footed shot from the centre of the box is saved in the top left corner. Assisted by Luquinhas.,2024-10-25 05:18:47
12898,720639,73,44053853,60',"Substitution, Backa Topola. Ifet Dakovac replaces Aleksa Pejic.",2024-10-26 13:53:28
12898,720639,74,44053932,61',"Substitution, Backa Topola. Sasa Jovanovic replaces Milos Pantovic.",2024-10-25 05:18:47
12898,720639,75,44053935,61',Foul by Luka Capan (Backa Topola).,2024-10-25 05:18:47
12898,720639,76,44053935,61',Marc Gual (Legia Warsaw) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,77,44053936,61',Luka Capan (Backa Topola) is shown the yellow card for a bad foul.,2024-10-25 05:18:47
12898,720639,78,44053938,62',"Goal! Backa Topola 0, Legia Warsaw 3. Kacper Chodyna (Legia Warsaw) right footed shot from very close range to the centre of the goal. Assisted by Rúben Vinagre.",2024-10-25 05:18:47
12898,720639,79,44054015,65',"Corner, Backa Topola. Conceded by Jan Ziólkowski.",2024-10-26 13:53:28
12898,720639,80,44057129,67',"Mihajlo Banjac (Backa Topola) has gone down, but the referee deems it simulation.",2024-10-26 13:53:28
12898,720639,81,44054094,67',Mihajlo Banjac (Backa Topola) is shown the yellow card.,2024-10-25 05:18:47
12898,720639,82,44054097,68',Foul by Kacper Chodyna (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,83,44054097,68',Petar Stanic (Backa Topola) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,84,44054191,68',"Substitution, Legia Warsaw. Jurgen Çelhaka replaces Rafal Augustyniak.",2024-10-25 05:18:47
12898,720639,85,44054192,68',"Substitution, Legia Warsaw. Migouel Alfarela replaces Luquinhas.",2024-10-25 05:18:47
12898,720639,86,44054193,69',"Substitution, Legia Warsaw. Tomás Pekhart replaces Marc Gual.",2024-10-25 05:18:47
12898,720639,87,44054250,71',Foul by Jurgen Çelhaka (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,88,44054250,71',Petar Stanic (Backa Topola) wins a free kick on the right wing.,2024-10-25 05:18:47
12898,720639,89,44054813,72',Foul by Jan Ziólkowski (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,90,44054813,72',Petar Stanic (Backa Topola) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,91,44054332,72',Jan Ziólkowski (Legia Warsaw) is shown the yellow card for a bad foul.,2024-10-25 05:18:47
12898,720639,92,44054333,73',"Substitution, Backa Topola. Bence Sós replaces Mihajlo Banjac.",2024-10-25 05:18:47
12898,720639,93,44054413,75',"Offside, Legia Warsaw. Kacper Chodyna is caught offside.",2024-10-25 05:18:47
12898,720639,94,44054490,79',"Corner, Backa Topola. Conceded by Jurgen Çelhaka.",2024-10-25 05:18:47
12898,720639,95,44054546,80',"Attempt missed. Sasa Jovanovic (Backa Topola) right footed shot from the right side of the box is close, but misses to the right. Assisted by Ifet Dakovac.",2024-10-25 05:18:47
12898,720639,96,44054589,80',"Substitution, Legia Warsaw. Claude Gonçalves replaces Ryoya Morishita.",2024-10-25 05:18:47
12898,720639,97,44054590,81',Foul by Vukasin Krstic (Backa Topola).,2024-10-25 05:18:47
12898,720639,98,44054590,81',Kacper Chodyna (Legia Warsaw) wins a free kick on the right wing.,2024-10-25 05:18:47
12898,720639,99,44054591,81',Vukasin Krstic (Backa Topola) is shown the yellow card for a bad foul.,2024-10-25 05:18:47
12898,720639,100,44054630,82',Attempt blocked. Jurgen Çelhaka (Legia Warsaw) right footed shot from the centre of the box is blocked. Assisted by Pawel Wszolek.,2024-10-25 05:18:47
12898,720639,101,44054723,83',Attempt missed. Rúben Vinagre (Legia Warsaw) left footed shot from outside the box is high and wide to the left.,2024-10-25 05:18:47
12898,720639,102,44054714,84',Attempt saved. Aleksandar Cirkovic (Backa Topola) right footed shot from outside the box is saved in the bottom left corner.,2024-10-25 05:18:47
12898,720639,103,44054715,84',"Corner, Backa Topola. Conceded by Kacper Tobiasz.",2024-10-25 05:18:47
12898,720639,104,44054767,84',Attempt saved. Sasa Jovanovic (Backa Topola) left footed shot from the left side of the six yard box is saved in the bottom left corner.,2024-10-25 05:18:47
12898,720639,105,44054724,85',Foul by Milan Radin (Backa Topola).,2024-10-25 05:18:47
12898,720639,106,44054724,85',Jurgen Çelhaka (Legia Warsaw) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,107,44054814,86',Foul by Ifet Dakovac (Backa Topola).,2024-10-25 05:18:47
12898,720639,108,44054814,86',Migouel Alfarela (Legia Warsaw) wins a free kick on the left wing.,2024-10-25 05:18:47
12898,720639,109,44054817,87',Attempt missed. Bartosz Kapustka (Legia Warsaw) right footed shot from the centre of the box is just a bit too high. Assisted by Kacper Chodyna.,2024-10-26 13:53:28
12898,720639,110,44054818,87',"Substitution, Backa Topola. Ivan Milosavljevic replaces Aleksandar Cirkovic.",2024-10-25 05:18:47
12898,720639,111,44054819,87',"Substitution, Backa Topola. Marko Lazetic replaces Petar Stanic.",2024-10-25 05:18:47
12898,720639,112,44054913,89',Attempt blocked. Ifet Dakovac (Backa Topola) left footed shot from outside the box is blocked. Assisted by Sasa Jovanovic.,2024-10-25 05:18:47
12898,720639,113,44054915,89',"Corner, Backa Topola. Conceded by Jurgen Çelhaka.",2024-10-25 05:18:47
12898,720639,114,44055029,89',Foul by Milan Radin (Backa Topola).,2024-10-25 05:18:47
12898,720639,115,44055029,89',Jan Ziólkowski (Legia Warsaw) wins a free kick in the defensive half.,2024-10-25 05:18:47
12898,720639,116,-1,89',Delay in match because of an injury Jan Ziólkowski (Legia Warsaw).,2024-10-25 05:18:47
12898,720639,117,-1,90',Delay over. They are ready to continue.,2024-10-25 05:18:47
12898,720639,118,-1,90',Fourth official has announced 4 minutes of added time.,2024-10-26 13:53:28
12898,720639,119,44054957,90'+1',Attempt missed. Migouel Alfarela (Legia Warsaw) right footed shot from the centre of the box is high and wide to the left. Assisted by Claude Gonçalves with a through ball.,2024-10-26 13:53:28
12898,720639,120,44054959,90'+2',"Attempt missed. Ifet Dakovac (Backa Topola) left footed shot from the centre of the box is close, but misses the top left corner. Assisted by Milan Radin.",2024-10-25 05:18:47
12898,720639,121,44055032,90'+4',Kacper Chodyna (Legia Warsaw) is shown the yellow card.,2024-10-25 05:18:47
12898,720639,122,-1,90'+4',"Second Half ends, Backa Topola 0, Legia Warsaw 3.",2024-10-25 05:18:47
